user_id,embedding,severity,tag
224,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3934054e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 9.2151070e-01 0.0000000e+00 0.0000000e+00
 7.4450201e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.5200577e+00
 1.3860252e+00 0.0000000e+00 0.0000000e+00 3.2895103e-01 1.1198759e+00
 0.0000000e+00 0.0000000e+00 2.4038799e+00 0.0000000e+00 0.0000000e+00
 1.9864132e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 2.7021954e+00 0.0000000e+00 0.0000000e+00 2.2957840e+00
 2.0808613e+00 0.0000000e+00 1.9964072e-01 1.3469058e-01 1.6124435e-03
 0.0000000e+00 0.0000000e+00 1.3397239e-01 3.1206541e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.9218659e-01 0.0000000e+00
 0.0000000e+00 7.7999473e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 8.8931531e-01 0.0000000e+00 2.0892625e+00 0.0000000e+00 4.7377637e-01
 0.0000000e+00 0.0000000e+00 5.8913106e-01 0.0000000e+00 0.0000000e+00
 3.5727856e-01 8.3547413e-01 8.2105184e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.1804837e+00 2.1375707e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.3254097e-02 8.1462944e-01 0.0000000e+00
 7.1688718e-01 6.3164741e-02 0.0000000e+00 2.0902777e+00 1.5166409e+00
 8.8728344e-01 0.0000000e+00 1.3385465e+00 0.0000000e+00 0.0000000e+00
 7.0842244e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.6084181e-01 6.2023449e-01 0.0000000e+00 0.0000000e+00
 2.0202239e+00 0.0000000e+00 3.3789507e-01 0.0000000e+00 3.8538694e-01
 0.0000000e+00 0.0000000e+00 8.5671359e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.8047476e-01 1.4407034e+00 0.0000000e+00 0.0000000e+00
 7.0955062e-01 5.2482802e-01 0.0000000e+00 0.0000000e+00 8.1351691e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00]",0,轻度提醒
225,"[0.         0.         0.44720456 2.5187147  0.         0.
 0.         1.2516245  0.         0.         1.1277786  0.
 0.         0.         0.         0.         0.         0.
 0.03710469 0.         0.         0.         0.61931616 0.
 0.         0.         0.11217915 0.         0.         0.
 0.14697345 0.         0.         0.         0.8992738  0.
 0.9896364  0.70961255 0.         0.18560147 0.         0.
 0.5810095  0.         1.3442748  0.         0.         0.
 0.51046187 0.         0.         0.82834715 1.9131333  0.
 0.         1.4687867  0.         0.29889274 0.         0.
 0.         0.         0.2072866  0.         0.         0.
 0.755439   0.         0.         0.         2.5450215  0.16485612
 0.         0.         0.         0.         0.         0.
 0.7790433  0.         0.         0.12858704 0.         4.785605
 0.         1.1507294  0.         2.0039558  0.         0.
 0.21447146 0.         0.         0.         0.20473872 0.
 0.         0.         0.         2.4164236  0.         0.8619631
 1.1575506  0.         0.         1.3385575  0.         0.5508713
 0.         0.         0.         0.         0.25368398 0.
 0.         0.         5.319935   1.1289854  0.         0.
 0.6721695  0.         0.         0.         0.24544892 0.61355114
 0.         0.        ]",2,重度追讨
226,"[0.         0.7055524  0.38057223 2.4950106  0.         0.
 0.         1.1779389  0.         0.         1.0754349  0.
 0.         0.         0.38584274 0.         0.         0.
 0.53333235 0.46355507 0.         0.         0.52611846 0.
 0.         0.6724288  0.         0.         0.         0.
 0.40318227 0.         0.         0.         1.6931635  0.55860996
 0.25846827 0.9631107  0.         0.         0.         0.
 0.249436   0.         0.         0.14982833 0.         0.
 0.64300394 0.         0.         0.7646262  1.1424848  0.
 0.         1.1842372  0.         0.5034453  0.         0.
 0.         0.         0.5994519  0.         0.         0.3287034
 1.2216614  0.         0.42332238 0.         0.32689297 0.07062788
 0.         0.         0.         0.         0.         0.
 0.7479     0.         0.02023569 0.         0.         2.530167
 0.         1.5193276  0.         1.4608746  0.         0.
 0.11223023 0.         0.         0.         0.16788487 0.
 0.         0.         0.         0.9469424  0.         0.86033607
 0.9887713  0.         0.         1.8498205  0.         0.48711148
 0.         0.27059883 0.         0.         0.8226165  0.
 0.         0.         1.7958055  1.2838755  0.         0.
 0.58267325 0.         0.         0.         0.52746415 0.14395702
 0.         0.        ]",2,重度追讨
227,"[0.         0.11600839 0.36637884 1.791887   0.         0.17114541
 0.         0.1963059  0.         0.         0.8213265  0.03533721
 0.         0.         0.         0.         1.2124164  0.9289394
 0.21729809 0.         1.0458088  0.         0.         0.
 0.         0.29701325 1.5528073  0.5029451  0.9273059  0.3301755
 0.02180479 0.3215329  0.4913096  0.         1.3022451  0.
 0.45951614 1.264775   1.3448883  0.         0.         0.
 0.17228626 0.04650538 0.         0.38413447 0.         0.41235563
 0.619385   0.         0.01178271 0.7180232  0.5578203  0.
 0.76959884 0.44741482 0.7231386  0.         0.07334697 0.
 0.02979439 0.16276795 0.69077915 0.37104982 0.         0.
 1.4306133  0.         0.3292117  1.5142899  0.         0.
 0.17939112 0.         0.         0.         0.67542076 0.
 0.6916187  0.         0.         0.         0.         0.
 0.         1.6335235  0.16815913 0.         0.         0.1587292
 0.         1.0432599  0.         0.         0.51167333 0.6742137
 0.         0.         0.         0.         0.         0.86329925
 0.05061063 0.1352405  0.14949769 1.6414002  0.01582175 0.32238933
 0.         0.         0.9098283  0.         0.61322516 0.
 0.93481076 0.         0.         0.95549184 0.10602959 0.3802951
 0.49688625 0.         0.         0.         0.03046043 0.
 0.07844974 0.        ]",1,中度催缴
228,"[0.         0.04669915 0.48291168 2.2719827  0.         0.
 0.         1.0475281  0.         0.         1.096243   0.
 0.         0.         0.         0.         0.37773183 0.
 0.00396374 0.         0.         0.         0.09203464 0.
 0.         0.         0.66556513 0.         0.         0.
 0.09411816 0.         0.         0.         0.90011555 0.
 0.77839404 0.8863225  0.         0.09083971 0.         0.
 0.47503108 0.         0.49054015 0.         0.         0.
 0.5430844  0.         0.         0.7889716  1.5946742  0.
 0.         1.3500618  0.         0.         0.         0.
 0.         0.         0.31379682 0.         0.         0.
 0.97662985 0.         0.         0.         2.3966389  0.
 0.         0.         0.         0.         0.         0.
 0.7518652  0.         0.         0.         0.         3.7132907
 0.         1.3514123  0.         1.6187171  0.         0.
 0.1575143  0.         0.         0.         0.32340556 0.
 0.         0.         0.         1.6607068  0.         0.8617952
 0.44693878 0.         0.         1.352565   0.         0.5048998
 0.         0.         0.         0.         0.46987918 0.
 0.         0.         3.8649323  1.0968521  0.         0.
 0.61452746 0.         0.         0.         0.09388128 0.22151935
 0.         0.        ]",2,重度追讨
229,"[0.         0.41375804 0.46425065 2.070637   0.         0.
 0.         0.686717   0.         0.         0.9595268  0.16970834
 0.         0.         0.         0.         0.6415756  0.00898942
 0.08276022 0.         0.         0.         0.         0.
 0.         0.39657184 1.150526   0.         0.00714025 0.
 0.01789847 0.31641304 0.         0.         1.2649769  0.
 0.2195986  1.1589944  0.         0.         0.         0.
 0.21336918 0.         0.         0.24891172 0.         0.
 0.6454171  0.         0.         0.7206797  0.45273954 0.16609979
 0.         1.0534688  0.         0.         0.         0.
 0.         0.19471017 0.5843294  0.         0.         0.574657
 1.3897995  0.         0.35142303 0.05994384 1.6084038  0.
 0.         0.         0.         0.         0.         0.
 0.71076727 0.         0.02124552 0.         0.         1.4225589
 0.         1.6240101  0.         0.6400615  0.         0.13737243
 0.02571445 0.         0.         0.         0.45106936 0.
 0.         0.         0.         0.23177886 0.         0.8619079
 0.         0.         0.51059884 1.571513   0.         0.39369875
 0.         0.1607613  0.         0.         0.93089944 0.
 0.         0.         0.47547734 1.1193027  0.         0.14362925
 0.5185364  0.         0.         0.         0.         0.
 0.05732616 0.03029191]",2,重度追讨
230,"[0.         0.51386106 0.3541776  2.1285682  0.         0.
 0.         0.60174376 0.         0.         0.9034637  0.5376033
 0.         0.         0.         0.         0.9027256  0.35568404
 0.12147955 0.         0.         0.         0.         0.
 0.         0.473097   1.2949462  0.         0.37599894 0.
 0.23328279 1.0797483  0.         0.         1.2708212  0.
 0.19960661 1.2309968  0.2050798  0.         0.         0.
 0.1842768  0.         0.         0.5711834  0.         0.
 0.66664827 0.         0.08711562 0.70321393 0.17291646 0.31624746
 0.         0.8864988  0.03905988 0.         0.         0.
 0.         0.38149434 0.64587384 0.         0.         0.6881963
 1.4716682  0.         0.54045755 0.6625273  1.0792539  0.
 0.         0.         0.         0.         0.         0.
 0.70615387 0.         0.06654182 0.         0.         0.8611624
 0.         1.6957033  0.         0.35657343 0.         0.17967916
 0.         0.         0.         0.         0.45562822 0.
 0.         0.         0.         0.         0.         0.86220217
 0.         0.         0.5203611  1.599503   0.         0.38202667
 0.         0.21457434 0.         0.         1.0084033  0.
 0.23257425 0.         0.         1.0859812  0.         0.3079586
 0.5013868  0.         0.         0.         0.         0.
 0.21294296 0.        ]",2,重度追讨
231,"[0.         0.35643286 0.22181174 2.277857   0.         0.
 0.         0.7332019  0.         0.         1.0148435  0.
 0.         0.         0.         0.         1.7206911  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.72004664 0.         0.         0.
 0.5793413  0.         0.         0.         0.7952698  0.
 0.52281475 1.1125985  0.         0.         0.         0.
 0.37080705 0.         0.         0.768311   0.         0.
 0.60210294 0.         0.         0.74405825 0.98796046 0.
 0.         1.126641   0.         0.         0.         0.
 0.         0.         0.459167   0.         0.         0.07427874
 1.1914736  0.         0.07065247 0.         2.138267   0.
 0.         0.         0.         0.         0.         0.
 0.73088783 0.         0.         0.         0.         2.526874
 0.         1.585808   0.         1.0697086  0.         0.
 0.08110531 0.         0.         0.         0.35988826 0.
 0.         0.         0.         0.67868    0.         0.86214346
 0.14814693 0.         0.         1.2916113  0.         0.44657278
 0.         0.         0.         0.         0.52115375 0.
 0.         0.         2.3429632  1.0105882  0.         0.
 0.5668333  0.         0.         0.         0.04879737 0.02074182
 0.         0.        ]",2,重度追讨
232,"[0.         1.5891724  0.568886   2.440208   0.         0.17512977
 1.4881618  0.94803804 0.         0.         0.85226643 0.2790702
 0.         0.         1.3145285  0.12901843 0.         0.
 0.43821496 1.1125268  0.         0.         0.8123545  0.
 0.         2.8359015  0.         0.         0.39900133 0.
 0.         1.3791147  0.88246906 0.         2.6916566  1.4717281
 0.         0.8469445  1.5543644  0.         0.         1.0118568
 0.07719772 1.7109985  0.         0.16355528 0.         0.98521745
 0.7221426  0.         0.4990999  0.7678702  0.         0.3628875
 1.3105006  1.6181498  0.         0.6737222  0.         0.2571071
 0.         0.         0.6492956  0.01404764 0.         1.6067383
 1.3399829  2.748689   0.2507699  0.438264   0.         0.08425523
 1.7262874  0.         0.30849665 0.         0.         0.5975815
 0.70971805 0.         0.2400944  0.         0.         1.47586
 1.6060892  1.546519   0.         0.8297248  0.38869715 0.
 0.         0.         0.620057   0.         0.1534272  1.7101117
 0.         0.         0.         0.         0.         0.86055213
 0.01576447 0.         0.8831132  2.424014   0.         0.46432337
 0.         0.8429639  0.73935616 0.         0.43544474 0.
 0.9812063  0.         0.         1.3785534  0.         0.
 0.5447088  0.         0.         1.0025295  0.25898194 0.
 0.         0.        ]",0,轻度提醒
233,"[0.         0.         0.         2.1092706  0.         0.8188618
 0.35990614 0.         0.33823305 0.         0.4560426  0.
 0.         0.         0.9810265  2.5729876  0.         0.
 0.14218274 2.1725206  0.         0.         0.8163442  5.5490713
 0.         0.7536292  0.         0.9614551  0.6708693  0.07627606
 1.5253109  3.1917148  0.         0.         1.52072    0.
 0.         0.         1.8439198  0.02564254 0.         0.
 0.14267007 2.4341612  0.         0.3519858  0.         0.08682813
 0.81363773 0.         0.         0.826119   0.         0.17116368
 0.         0.         0.5033208  0.         0.         1.1219546
 0.9528145  0.         0.87813747 0.1948625  0.         1.2679386
 1.1206963  0.11827993 0.         0.2845931  0.         0.53833133
 2.6936731  0.         0.         0.3243335  0.         0.6614121
 0.7049427  0.         0.47610712 0.         0.         0.
 2.6331992  1.2007202  0.         0.         0.84452415 0.
 0.         0.         0.23617768 0.         0.         2.8896275
 0.         0.15978134 0.         0.         1.6892458  0.865179
 1.517468   0.         0.         1.2366962  0.         0.23432618
 0.         0.         1.1148995  0.         0.         0.
 0.53231305 0.         0.         0.39897805 1.3333776  0.
 0.5708618  0.         0.         0.35423636 0.6882504  0.
 0.         0.        ]",0,轻度提醒
234,"[0.         0.01475772 0.38259414 1.8304977  0.         0.4724756
 0.20599958 0.         0.         0.         0.76829225 0.
 0.         0.         0.         0.12781686 0.0485765  0.45785707
 0.3955781  0.41388473 0.01652342 0.         0.         2.2476487
 0.         0.39727122 0.3419668  0.6510682  0.99690336 0.74835384
 0.06330262 0.         0.39618352 0.         1.4443781  0.
 0.39057058 0.9029356  1.7884071  0.         0.         0.20455888
 0.16839132 1.1067443  0.         0.06554846 0.         0.846546
 0.6763575  0.04244769 0.         0.7397462  1.0215681  0.
 1.5690081  0.39392444 0.8304362  0.         0.         0.49092165
 0.32318777 0.         0.7080434  0.4829657  0.         0.05968764
 1.3606869  0.         0.         1.1730001  0.         0.
 0.8053869  0.         0.         0.22311723 0.5372602  0.
 0.69250476 0.         0.07942323 0.         0.         0.
 0.05886596 1.4919019  0.         0.         0.         0.
 0.         1.5044374  0.29191926 0.         0.31421754 0.9888323
 0.         0.         0.         0.         0.43275094 0.8640286
 0.40603295 0.         0.         1.6444534  0.         0.33129364
 0.         0.         1.1363801  0.         0.         0.
 1.1211597  0.         0.         0.8825366  0.46254706 0.
 0.5212928  0.         0.         0.         0.20618898 0.
 0.04301823 0.        ]",1,中度催缴
235,"[0.         1.748076   0.         2.5209205  0.         0.
 0.8443928  0.97324705 0.         0.         0.8438103  0.
 0.         0.         1.4869869  1.3085063  0.         0.
 0.9793489  1.56045    0.         0.         0.8597091  0.
 0.         2.094335   0.         0.63044256 0.28234375 0.
 1.049356   3.2688744  0.7780093  0.         2.3954837  1.5640904
 0.         1.1312716  1.4923835  0.         0.         0.26749346
 0.06133637 1.3868481  0.         1.4644562  0.         0.6505806
 0.7446617  0.         0.381068   0.74533504 0.         0.4548633
 1.1690395  1.0097406  0.         0.9335807  0.         0.29657057
 0.         0.         0.89578646 0.05532099 0.         1.8894479
 1.4635725  2.6956763  1.0385818  0.40950912 0.         0.15391459
 1.3234794  0.         0.         0.         0.         0.6351621
 0.73448104 0.         0.24867639 0.         0.         0.6921009
 2.1847825  1.6358913  0.         1.0542953  0.42130852 0.
 0.00331312 0.         0.09014603 0.         0.06400098 2.0628834
 0.         0.         0.         0.         0.         0.86056936
 0.8638735  0.         0.         2.240273   0.         0.49499464
 0.         0.87468714 0.6916785  0.         1.0703627  0.
 0.88134307 0.5024028  0.         1.3454226  0.         0.
 0.55626094 0.         0.         0.7686176  1.098794   0.
 0.         0.        ]",0,轻度提醒
236,"[0.         0.         0.7409789  1.2950083  0.         0.98984593
 0.93215466 0.         0.06658135 0.         0.6773699  0.
 0.         0.         0.         0.         0.         0.39943215
 0.         0.         1.0018222  0.         0.         6.5041194
 0.         0.4525758  0.6619907  0.12474701 0.71793836 1.4508325
 0.         0.         0.         0.         1.1684461  0.
 0.20765224 0.22934273 1.3708155  0.10061141 0.         0.7226348
 0.21194963 0.42394182 0.         0.         0.         0.93944585
 0.7047927  1.2489144  0.         0.7705317  1.0698215  0.
 1.6872151  0.71136874 1.2319713  0.         0.         0.8455665
 0.63496757 0.6120334  0.45390257 0.45586693 0.         0.3632806
 1.2654642  0.         0.         0.55604327 0.         0.
 0.0333752  0.         0.03765726 0.20923316 1.9670908  0.
 0.67350626 0.         0.21470428 0.         0.         0.
 0.         1.0398376  0.98589873 0.         0.         0.9303032
 0.         1.7315824  0.8605016  0.         0.32627857 0.
 0.         0.10299236 0.         0.         1.0696402  0.8670682
 0.         0.5503833  1.2215747  1.2813723  1.8959389  0.2936087
 0.         0.         0.7921042  0.         0.         0.
 1.060893   0.         0.         0.72324264 0.8278655  0.
 0.55155104 0.         0.         0.07417671 0.         0.
 0.59428173 0.        ]",1,中度催缴
237,"[0.0000000e+00 3.0407393e-01 5.6382668e-01 1.8841094e+00 0.0000000e+00
 1.5966706e-01 2.5846124e-02 4.2939061e-01 0.0000000e+00 0.0000000e+00
 8.5952300e-01 1.2079197e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 2.9504687e-02 7.6263195e-01 4.0784353e-01 6.7129008e-02
 7.6136345e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 5.5308366e-01 1.2816885e+00 4.6489400e-01 8.6793292e-01 2.9361042e-01
 0.0000000e+00 3.5322291e-01 6.2227523e-01 0.0000000e+00 1.6083095e+00
 0.0000000e+00 3.7346214e-01 1.2263026e+00 1.3589470e+00 0.0000000e+00
 0.0000000e+00 2.6174873e-02 1.6253446e-01 3.2153314e-01 0.0000000e+00
 1.1261733e-01 0.0000000e+00 4.7243792e-01 6.2977880e-01 0.0000000e+00
 1.2567528e-01 7.2671282e-01 6.9695055e-01 3.8461685e-03 8.5856754e-01
 6.1510724e-01 6.4431453e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.6982768e-01 6.9010448e-01 3.6360562e-01 0.0000000e+00
 6.3037634e-02 1.4363282e+00 0.0000000e+00 4.9243903e-01 1.3684616e+00
 0.0000000e+00 0.0000000e+00 3.1810102e-01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.5776078e-01 0.0000000e+00 6.9478899e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 1.6071403e+00 4.6469510e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 5.5326265e-01 4.2611048e-02 0.0000000e+00 4.7861612e-01
 5.8652973e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.6280143e-01 1.9621137e-01 1.7347550e-01 2.3195098e-01
 1.8371590e+00 2.1699101e-01 3.5174695e-01 0.0000000e+00 1.8686652e-03
 9.8561591e-01 0.0000000e+00 6.7821044e-01 0.0000000e+00 1.0658779e+00
 0.0000000e+00 0.0000000e+00 1.0665998e+00 0.0000000e+00 4.8346514e-01
 5.0268972e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.8231623e-02
 0.0000000e+00 1.0524254e-01 0.0000000e+00]",1,中度催缴
238,"[0.         0.         0.         1.6861787  0.         0.94739133
 0.94044423 0.         0.23601186 0.         0.5607983  0.
 0.         0.         0.         0.8299395  0.         0.
 0.16299102 1.0052819  0.         0.         0.         6.325715
 0.         0.9841938  0.         0.5791725  1.0005356  0.90764594
 0.7221039  0.5582152  0.         0.         1.327652   0.
 0.         0.21240428 1.8462512  0.02015327 0.         0.35089824
 0.15756607 1.6482608  0.         0.         0.         0.66165674
 0.76441526 0.         0.         0.7754715  0.         0.4516245
 1.3728702  0.5782322  0.92297184 0.         0.         1.0911783
 0.9740451  0.         0.72332656 0.3886155  0.         1.4459934
 1.2704066  0.         0.         0.66591394 0.         0.
 1.874001   0.         0.3882287  0.44963175 0.         0.
 0.67768383 0.         0.33556175 0.         0.         0.
 1.5697974  1.2738252  0.         0.         0.04127276 0.
 0.         0.82364124 0.8834562  0.         0.         1.8138812
 0.         0.20082963 0.         0.         1.3754374  0.8657393
 0.23706207 0.         0.5970993  1.3532273  0.         0.27333802
 0.         0.         1.2717407  0.         0.         0.
 1.0118465  0.         0.         0.6652713  1.0624344  0.
 0.55890477 0.         0.         0.5598689  0.28936097 0.
 0.         0.        ]",1,中度催缴
239,"[0.         0.09254004 0.33836088 2.0477896  0.         0.
 0.         0.50089586 0.         0.         0.93186986 0.15654689
 0.         0.         0.         0.         1.7784024  0.06221133
 0.         0.         0.         0.         0.         0.
 0.         0.08040035 1.7190138  0.         0.         0.
 0.08119772 0.1068916  0.         0.         0.9639494  0.
 0.40567362 1.1992184  0.         0.         0.         0.
 0.24895091 0.         0.         0.24106972 0.         0.
 0.635172   0.         0.         0.7171083  0.43201494 0.
 0.         0.92973447 0.         0.         0.18299079 0.
 0.         0.3852588  0.5564038  0.         0.         0.4048277
 1.3685869  0.         0.1457947  0.05898879 2.1156998  0.
 0.         0.         0.         0.         0.         0.
 0.70980763 0.         0.03793965 0.         0.         1.3943281
 0.         1.6332517  0.         0.44236115 0.         0.47312415
 0.01417121 0.         0.         0.         0.5005653  0.
 0.         0.         0.         0.2282551  0.         0.8625508
 0.         0.         0.28074688 1.3751788  0.         0.37054738
 0.         0.         0.         0.         0.8381575  0.
 0.         0.         0.6462686  1.0291408  0.         0.34951192
 0.5139468  0.         0.         0.         0.         0.
 0.11793516 0.        ]",2,重度追讨
240,"[0.         0.07573804 0.32027104 2.0420706  0.         0.
 0.         0.48077607 0.         0.         0.92904776 0.14257008
 0.         0.         0.         0.         1.91339    0.07301528
 0.         0.         0.         0.         0.         0.
 0.         0.05082804 1.7530054  0.         0.         0.
 0.10226692 0.07894704 0.         0.         0.92797965 0.
 0.4214376  1.2038876  0.         0.         0.         0.
 0.2531926  0.         0.         0.2745002  0.         0.
 0.6340554  0.         0.         0.71690106 0.43483087 0.
 0.         0.9175072  0.         0.         0.2757281  0.
 0.         0.35704577 0.5535683  0.         0.         0.39185745
 1.3655475  0.         0.12854539 0.05640563 2.1540976  0.
 0.         0.         0.         0.         0.         0.
 0.70953274 0.         0.03580594 0.         0.         1.3856219
 0.         1.635947   0.         0.4299601  0.         0.4982134
 0.01362293 0.         0.         0.         0.50442743 0.
 0.         0.         0.         0.22230345 0.         0.8626108
 0.         0.         0.2584412  1.3531117  0.         0.36831024
 0.         0.         0.         0.         0.82313144 0.
 0.         0.         0.6644988  1.0168235  0.         0.332707
 0.51376647 0.         0.         0.         0.         0.
 0.11385868 0.        ]",2,重度追讨
241,"[0.         0.16863512 0.34310585 1.8756037  0.         0.
 0.         0.3382843  0.         0.         0.8392787  0.8371184
 0.         0.         0.         0.         1.7291015  0.85768116
 0.         0.         0.778626   0.         0.         0.
 0.         0.33741537 2.0568564  0.         0.59672993 0.
 0.05914336 1.1084968  0.01516949 0.         1.1060593  0.
 0.27743936 1.2543218  0.3959949  0.         0.         0.
 0.18535444 0.         0.         0.33287054 0.         0.
 0.6465968  0.         0.11513729 0.6965811  0.         0.20158368
 0.         0.76508546 0.40973306 0.         0.43210077 0.
 0.         0.7730507  0.6296315  0.         0.         0.58852077
 1.4913604  0.         0.48733717 1.165838   1.1820353  0.
 0.         0.         0.         0.         0.2645671  0.
 0.6949159  0.         0.06300063 0.         0.         0.3378525
 0.         1.6512338  0.         0.02448228 0.         0.79589176
 0.         0.         0.         0.         0.56944644 0.
 0.         0.         0.         0.         0.         0.8630301
 0.         0.         0.83448    1.4961984  0.         0.33391988
 0.         0.15316385 0.22739561 0.         1.0700763  0.
 0.47014034 0.         0.         1.0114762  0.         0.90638334
 0.49031657 0.         0.         0.         0.         0.
 0.32793376 0.2140913 ]",2,重度追讨
242,"[0.         1.6862582  0.44832867 2.4332728  0.         0.
 0.02527827 1.1541101  0.         0.         0.95916396 0.0656991
 0.         0.         0.59821326 0.3715254  0.         0.02559259
 0.9332409  1.252322   0.         0.         0.2350272  0.
 0.         1.4314982  0.         0.46551955 0.452186   0.
 0.51726395 2.4989614  0.4934747  0.         2.2667036  1.4669865
 0.         1.2037039  1.2436985  0.         0.         0.27642617
 0.10077037 0.54040825 0.         1.1857717  0.         0.28163218
 0.71243095 0.         0.24164568 0.72343636 0.411983   0.8834957
 0.75917095 0.9511879  0.         0.8008742  0.         0.
 0.         0.         0.8666211  0.         0.         1.0589327
 1.4961783  1.7350156  1.182301   0.57912195 0.         0.
 0.82126445 0.         0.         0.         0.         0.03587997
 0.72524273 0.         0.08735578 0.         0.         0.7627164
 1.061556   1.7486281  0.         1.0222836  0.         0.
 0.03322775 0.         0.         0.         0.17649633 1.7770058
 0.         0.         0.         0.         0.         0.8598172
 0.937654   0.         0.06236726 2.2656379  0.         0.48067114
 0.         0.876303   0.71932316 0.         1.2256535  0.
 0.9764619  0.         0.         1.3783544  0.         0.
 0.52241474 0.         0.         0.21017404 0.89335215 0.
 0.         0.        ]",0,轻度提醒
243,"[0.         0.         0.         2.4790244  0.         0.
 0.         0.59246594 0.         0.         0.8474177  0.
 0.         0.         1.4731493  2.3442016  0.         0.
 1.266973   2.3984554  0.         0.         1.11588    0.
 0.         0.         0.         0.99039114 0.03025953 0.
 0.         3.1929111  0.30719656 0.         2.4199452  0.11423224
 1.3426881  0.76388466 1.9778922  0.         0.         0.
 0.0666858  1.8202773  0.         0.1827807  0.         0.
 0.6553669  0.         0.         0.7894968  2.3068826  0.28613424
 0.         0.         0.         2.1499038  0.         0.7378043
 0.         0.         0.9898523  0.         0.         0.
 1.0948582  0.4606967  0.         0.4402732  0.         0.46924078
 2.226074   0.         0.         0.18007189 0.         0.8670627
 0.76064295 0.         0.0056442  0.         0.         0.
 0.9816825  1.5174812  0.         0.4409682  0.47506392 0.
 0.09987167 0.3804143  0.         0.         0.         2.7968142
 0.         0.         0.         0.7565275  0.         0.8594075
 3.1436622  0.         0.         2.2443278  0.         0.3166822
 0.         0.         1.2124271  0.         0.27447826 0.
 1.0053301  0.         0.         1.0583694  0.         0.
 0.5361114  0.         0.         0.         1.509476   0.06576741
 0.         0.        ]",0,轻度提醒
244,"[0.         0.         0.         1.7980702  0.         0.
 0.         0.         0.         0.         0.9353589  0.
 0.         0.         0.         2.7835078  0.         0.
 1.2025515  1.6707481  0.         0.         0.         1.8617713
 0.         0.         1.732716   1.2809424  0.         0.
 0.         1.5205548  0.         0.         1.681042   0.
 3.1345108  0.16694874 2.064478   0.         0.         0.
 0.18686426 0.8582052  0.         0.         0.         0.
 0.554404   0.93689513 0.         0.8042863  6.17098    0.
 0.         0.         0.         1.7393959  0.         1.4010397
 0.10635939 0.         0.8560311  0.         0.         0.
 0.8160298  0.         0.         0.37468046 0.         0.05245724
 0.8514393  0.         0.         0.3958711  0.         0.3789955
 0.76640207 0.         0.         0.         0.         0.
 0.         1.296554   2.375171   0.         0.133358   0.
 0.11873708 5.096891   0.         0.         0.06729539 3.2155545
 0.         0.         0.         2.935665   0.4821362  0.8609724
 3.3243005  0.         0.         1.7693653  0.         0.22100087
 0.         0.         1.0424973  0.         0.         0.
 1.0957062  0.         0.         0.50656754 0.44858778 0.
 0.52723235 0.         0.         0.         1.5701517  0.
 0.         0.        ]",1,中度催缴
