用户编号,电压等级,年月,电费,滞纳金,欠费金额,电量,合同容量,运行容量,缴费次数,行业分类
237,交流10kV,202003,2194.26,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202004,2287.05,0.00,0.00,,160.00,160.00,4,一、农、林、牧、渔业
237,交流10kV,202005,252.46,0.00,0.00,,160.00,160.00,4,一、农、林、牧、渔业
237,交流10kV,202006,216.62,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202007,216.62,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202008,36.25,0.80,37.05,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202009,0.00,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202010,0.00,0.00,0.00,,160.00,160.00,,一、农、林、牧、渔业
237,交流10kV,202011,0.00,0.00,0.00,,160.00,160.00,,一、农、林、牧、渔业
237,交流10kV,202012,524.94,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
237,交流10kV,202101,1836.79,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
237,交流10kV,202102,673.20,0.00,0.00,,160.00,160.00,5,一、农、林、牧、渔业
237,交流10kV,202103,766.65,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202104,643.93,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202105,2196.28,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202106,3675.60,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202107,3293.84,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202108,8109.95,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202109,2914.06,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202110,2598.02,20.78,2618.80,,160.00,160.00,2,一、农、林、牧、渔业
237,交流10kV,202111,2049.40,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
376,交流10kV,202112,278.30,0.00,278.30,488.00,128.00,128.00,1,十一、公共服务及管理组织
238,交流10kV,202001,17026.88,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202002,11932.50,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202003,3446.44,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202004,3947.39,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202005,8658.52,0.00,0.00,,320.00,320.00,4,B、城乡居民生活用电合计
238,交流10kV,202006,14727.42,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202007,16810.62,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202008,10251.71,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202009,12975.46,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202010,15080.56,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
238,交流10kV,202011,13966.42,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202012,15649.94,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
238,交流10kV,202101,20292.64,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
238,交流10kV,202102,20306.33,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
238,交流10kV,202103,6690.30,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
238,交流10kV,202104,16783.25,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202105,14522.12,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202106,15261.23,0.00,0.00,,320.00,320.00,4,B、城乡居民生活用电合计
238,交流10kV,202107,13161.61,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202108,11680.66,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202109,10944.29,0.00,0.00,,320.00,320.00,2,B、城乡居民生活用电合计
238,交流10kV,202110,16742.18,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
238,交流10kV,202111,15072.34,0.00,0.00,,320.00,320.00,1,B、城乡居民生活用电合计
20,交流10kV,202112,281.03,0.00,281.03,302.40,80.00,80.00,1,一、农、林、牧、渔业
239,交流10kV,202001,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202002,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202003,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202004,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202005,335.81,0.00,0.00,,24.00,0.00,4,一、农、林、牧、渔业
239,交流10kV,202006,417.47,0.00,0.00,,24.00,0.00,2,一、农、林、牧、渔业
239,交流10kV,202007,204.57,1.64,206.21,,24.00,0.00,2,一、农、林、牧、渔业
239,交流10kV,202008,30.00,0.00,0.00,,24.00,0.00,1,一、农、林、牧、渔业
239,交流10kV,202009,286.23,0.00,0.00,,24.00,0.00,1,一、农、林、牧、渔业
239,交流10kV,202010,119.16,0.80,119.96,,24.00,0.00,1,一、农、林、牧、渔业
239,交流10kV,202011,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202012,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202101,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202102,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202103,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
239,交流10kV,202104,0.00,0.00,0.00,,24.00,24.00,,一、农、林、牧、渔业
239,交流10kV,202105,212.90,1.70,214.61,,24.00,24.00,1,一、农、林、牧、渔业
239,交流10kV,202106,210.40,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
239,交流10kV,202107,281.23,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
239,交流10kV,202108,232.90,1.86,234.77,,24.00,24.00,1,一、农、林、牧、渔业
239,交流10kV,202109,301.23,1.81,303.04,,24.00,24.00,1,一、农、林、牧、渔业
239,交流10kV,202110,242.49,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
239,交流10kV,202111,30.00,0.80,30.80,,24.00,24.00,1,一、农、林、牧、渔业
801,交流10kV,202112,284.26,0.00,284.26,267.20,128.00,128.00,1,一、农、林、牧、渔业
240,交流10kV,202001,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202002,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202003,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202004,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202005,244.57,0.00,0.00,,24.00,0.00,2,一、农、林、牧、渔业
240,交流10kV,202006,385.81,0.00,0.00,,24.00,0.00,2,一、农、林、牧、渔业
240,交流10kV,202007,106.66,0.86,107.51,,24.00,0.00,2,一、农、林、牧、渔业
240,交流10kV,202008,30.00,0.00,0.00,,24.00,0.00,1,一、农、林、牧、渔业
240,交流10kV,202009,768.29,0.00,0.00,,24.00,0.00,1,一、农、林、牧、渔业
240,交流10kV,202010,211.66,0.80,212.46,,24.00,0.00,1,一、农、林、牧、渔业
240,交流10kV,202011,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202012,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202101,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202102,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202103,0.00,0.00,0.00,,24.00,0.00,,一、农、林、牧、渔业
240,交流10kV,202104,0.00,0.00,0.00,,24.00,24.00,,一、农、林、牧、渔业
240,交流10kV,202105,107.91,0.86,108.78,,24.00,24.00,1,一、农、林、牧、渔业
240,交流10kV,202106,30.00,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
240,交流10kV,202107,133.74,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
240,交流10kV,202108,39.17,0.80,39.97,,24.00,24.00,1,一、农、林、牧、渔业
240,交流10kV,202109,346.22,2.08,348.30,,24.00,24.00,1,一、农、林、牧、渔业
240,交流10kV,202110,30.00,0.00,0.00,,24.00,24.00,1,一、农、林、牧、渔业
240,交流10kV,202111,30.00,0.80,30.80,,24.00,24.00,1,一、农、林、牧、渔业
798,交流10kV,202112,286.11,0.00,286.11,285.60,80.00,80.00,1,一、农、林、牧、渔业
241,交流10kV,202001,39.17,0.00,0.00,,40.00,40.00,4,一、农、林、牧、渔业
241,交流10kV,202002,40.00,0.00,0.00,,40.00,40.00,6,一、农、林、牧、渔业
241,交流10kV,202003,39.58,0.00,0.00,,40.00,40.00,4,一、农、林、牧、渔业
241,交流10kV,202004,39.58,0.00,0.00,,40.00,40.00,4,一、农、林、牧、渔业
241,交流10kV,202005,47.50,0.00,0.00,,40.00,40.00,6,一、农、林、牧、渔业
241,交流10kV,202006,41.66,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202007,40.00,0.00,0.00,,40.00,40.00,4,一、农、林、牧、渔业
241,交流10kV,202008,64.58,0.00,0.00,,40.00,40.00,3,一、农、林、牧、渔业
241,交流10kV,202009,39.17,0.80,39.97,,40.00,40.00,1,一、农、林、牧、渔业
241,交流10kV,202010,39.17,0.80,39.97,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202011,39.17,0.80,39.97,,40.00,40.00,1,一、农、林、牧、渔业
241,交流10kV,202012,39.17,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202101,39.17,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202102,48.33,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202103,39.17,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202104,39.17,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202105,39.17,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202106,40.00,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202107,39.58,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202108,39.58,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202109,39.17,0.00,0.00,,40.00,40.00,2,一、农、林、牧、渔业
241,交流10kV,202110,39.17,0.00,0.00,,40.00,40.00,1,一、农、林、牧、渔业
241,交流10kV,202111,39.17,0.80,39.97,,40.00,40.00,2,一、农、林、牧、渔业
639,交流10kV,202112,286.52,0.00,286.52,502.40,64.00,64.00,2,十一、公共服务及管理组织
242,交流10kV,202001,,,0.00,,160.00,160.00,,一、农、林、牧、渔业
242,交流10kV,202002,,,0.00,,160.00,160.00,,一、农、林、牧、渔业
242,交流10kV,202003,,,0.00,,160.00,160.00,,一、农、林、牧、渔业
242,交流10kV,202004,,,0.00,,160.00,160.00,,一、农、林、牧、渔业
242,交流10kV,202005,,,0.00,,160.00,160.00,,一、农、林、牧、渔业
242,交流10kV,202006,,,0.00,,160.00,160.00,,一、农、林、牧、渔业
242,交流10kV,202007,,,0.00,,160.00,160.00,,一、农、林、牧、渔业
242,交流10kV,202008,276.62,0.80,277.42,,160.00,160.00,2,一、农、林、牧、渔业
242,交流10kV,202009,273.32,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202010,556.23,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202011,5145.08,30.87,5175.95,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202012,1672.73,3.34,1676.07,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202101,1293.18,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202102,298.18,0.00,0.00,,160.00,160.00,2,一、农、林、牧、渔业
242,交流10kV,202103,242.90,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202104,281.73,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202105,269.66,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202106,537.75,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202107,337.44,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202108,613.07,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202109,370.82,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202110,5157.95,0.00,0.00,,160.00,160.00,1,一、农、林、牧、渔业
242,交流10kV,202111,12168.46,24.34,12192.80,,160.00,160.00,1,一、农、林、牧、渔业
38,交流10kV,202112,289.44,0.00,289.44,535.20,64.00,64.00,1,一、农、林、牧、渔业
243,交流10kV,202001,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202002,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202003,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202004,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202005,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202006,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202007,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202008,,,0.00,,200.00,200.00,,二、工业
243,交流10kV,202009,571.28,1.14,572.42,,200.00,200.00,1,二、工业
243,交流10kV,202010,555.52,0.00,0.00,,200.00,200.00,1,二、工业
243,交流10kV,202011,13578.30,0.00,0.00,,200.00,200.00,2,二、工业
243,交流10kV,202012,15385.93,0.00,0.00,,200.00,200.00,2,二、工业
243,交流10kV,202101,16171.03,0.00,0.00,,200.00,200.00,2,二、工业
243,交流10kV,202102,18265.97,0.00,0.00,,200.00,200.00,2,二、工业
243,交流10kV,202103,7227.61,0.00,0.00,,200.00,200.00,1,二、工业
243,交流10kV,202104,25338.90,0.00,0.00,,200.00,200.00,1,二、工业
243,交流10kV,202105,14601.48,0.00,0.00,,200.00,200.00,1,二、工业
243,交流10kV,202106,16235.90,0.00,0.00,,200.00,200.00,1,二、工业
243,交流10kV,202107,16349.92,98.10,16448.02,,200.00,200.00,1,二、工业
243,交流10kV,202108,17813.71,0.00,0.00,,200.00,200.00,1,二、工业
243,交流10kV,202109,18635.91,0.00,0.00,,200.00,200.00,1,二、工业
243,交流10kV,202110,19524.98,0.00,0.00,,200.00,200.00,2,二、工业
243,交流10kV,202111,19583.78,0.00,0.00,,200.00,200.00,6,二、工业
676,交流10kV,202112,291.17,0.00,291.17,538.40,64.00,64.00,2,一、农、林、牧、渔业
244,交流10kV,202001,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202002,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202003,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202004,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202005,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202006,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202007,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202008,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202009,,,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202010,1645.45,19.74,1665.19,,1600.00,1600.00,1,一、农、林、牧、渔业
244,交流10kV,202011,7143.82,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202012,6684.64,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202101,17636.69,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202102,19458.21,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202103,17597.73,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202104,22970.90,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202105,19346.22,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202106,20837.46,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202107,28014.71,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202108,20840.22,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202109,11205.88,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
244,交流10kV,202110,13734.04,0.00,0.00,,3880.00,3880.00,,一、农、林、牧、渔业
244,交流10kV,202111,15198.67,0.00,0.00,,3880.00,3880.00,1,一、农、林、牧、渔业
671,交流10kV,202112,291.60,0.00,291.60,539.20,64.00,64.00,1,一、农、林、牧、渔业
245,交流10kV,202001,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202002,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202003,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202004,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202005,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202006,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202007,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202008,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202009,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202010,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202011,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202012,,,0.00,,200.00,200.00,,二、工业
245,交流10kV,202101,1260.99,0.00,0.00,,200.00,200.00,1,二、工业
245,交流10kV,202102,6368.95,0.00,0.00,,200.00,200.00,1,二、工业
245,交流10kV,202103,3989.97,0.00,0.00,,200.00,200.00,2,二、工业
245,交流10kV,202104,23663.63,0.00,0.00,,200.00,200.00,2,二、工业
245,交流10kV,202105,26213.35,0.00,0.00,,200.00,200.00,2,二、工业
245,交流10kV,202106,25129.17,0.00,0.00,,200.00,200.00,2,二、工业
245,交流10kV,202107,26796.81,0.00,0.00,,200.00,200.00,3,二、工业
245,交流10kV,202108,28358.30,0.00,0.00,,200.00,200.00,2,二、工业
245,交流10kV,202109,32398.36,64.79,32463.15,,200.00,200.00,2,二、工业
245,交流10kV,202110,31982.91,0.00,0.00,,200.00,200.00,3,二、工业
245,交流10kV,202111,3031.94,6.06,3038.01,,200.00,200.00,7,二、工业
132,交流10kV,202112,293.76,0.00,293.76,543.20,64.00,64.00,2,一、农、林、牧、渔业
246,交流10kV,202001,24614.61,0.00,0.00,,400.00,0.00,2,十一、公共服务及管理组织
246,交流10kV,202002,22061.03,0.00,0.00,,400.00,0.00,2,十一、公共服务及管理组织
246,交流10kV,202003,12996.00,0.00,0.00,,400.00,0.00,2,十一、公共服务及管理组织
246,交流10kV,202004,10910.98,0.00,0.00,,400.00,0.00,2,十一、公共服务及管理组织
246,交流10kV,202005,12396.50,0.00,0.00,,400.00,0.00,2,十一、公共服务及管理组织
246,交流10kV,202006,20052.21,0.00,0.00,,400.00,0.00,1,十一、公共服务及管理组织
246,交流10kV,202007,22529.58,0.00,0.00,,400.00,0.00,1,十一、公共服务及管理组织
246,交流10kV,202008,18186.18,0.00,0.00,,400.00,0.00,1,十一、公共服务及管理组织
246,交流10kV,202009,18145.58,0.00,0.00,,400.00,0.00,1,十一、公共服务及管理组织
246,交流10kV,202010,23540.62,0.00,0.00,,400.00,0.00,1,十一、公共服务及管理组织
246,交流10kV,202011,21760.82,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202012,27507.62,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202101,31295.33,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202102,36596.83,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202103,15043.14,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202104,27127.58,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202105,4310.55,0.00,0.00,,400.00,400.00,3,十一、公共服务及管理组织
246,交流10kV,202106,20967.88,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202107,26396.68,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202108,18244.13,0.00,0.00,,400.00,400.00,2,十一、公共服务及管理组织
246,交流10kV,202109,13763.39,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202110,23874.13,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
246,交流10kV,202111,22217.98,0.00,0.00,,400.00,400.00,1,十一、公共服务及管理组织
208,交流10kV,202112,293.76,0.00,293.76,543.20,64.00,64.00,1,一、农、林、牧、渔业
247,交流10kV,202001,67970.63,0.00,0.00,,1280.00,1280.00,,十一、公共服务及管理组织
247,交流10kV,202002,80955.22,0.00,0.00,,1280.00,1280.00,,十一、公共服务及管理组织
247,交流10kV,202003,63545.10,0.00,0.00,,1280.00,1280.00,,十一、公共服务及管理组织
247,交流10kV,202004,47257.34,0.00,0.00,,1280.00,1280.00,2,十一、公共服务及管理组织
247,交流10kV,202005,30066.22,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202006,23843.10,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202007,32119.30,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202008,34765.49,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202009,49848.78,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202010,27629.90,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202011,22894.12,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202012,33451.52,0.00,0.00,,1280.00,1280.00,2,十一、公共服务及管理组织
247,交流10kV,202101,67350.15,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202102,67861.14,67.86,67929.00,,1280.00,1280.00,,十一、公共服务及管理组织
247,交流10kV,202103,41627.34,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202104,41070.73,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202105,26379.80,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202106,19736.94,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202107,31298.06,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202108,35395.10,35.39,35430.49,,1280.00,1280.00,,十一、公共服务及管理组织
247,交流10kV,202109,33123.02,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
247,交流10kV,202110,24454.46,97.82,24552.28,,1280.00,1280.00,,十一、公共服务及管理组织
247,交流10kV,202111,22319.26,0.00,0.00,,1280.00,1280.00,1,十一、公共服务及管理组织
647,交流10kV,202112,293.76,0.00,293.76,543.20,64.00,64.00,1,一、农、林、牧、渔业
248,交流10kV,202001,11623.17,0.00,0.00,,400.00,400.00,2,B、城乡居民生活用电合计
248,交流10kV,202002,15351.56,0.00,0.00,,400.00,400.00,2,B、城乡居民生活用电合计
248,交流10kV,202003,10547.36,0.00,0.00,,400.00,400.00,2,B、城乡居民生活用电合计
248,交流10kV,202004,9159.47,0.00,0.00,,400.00,400.00,2,B、城乡居民生活用电合计
248,交流10kV,202005,7804.44,0.00,0.00,,400.00,400.00,2,B、城乡居民生活用电合计
248,交流10kV,202006,8510.70,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202007,14913.58,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202008,4850.74,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202009,17473.08,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202010,9107.46,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202011,8141.14,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202012,8863.83,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202101,13331.34,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202102,15915.48,15.91,15931.39,,400.00,400.00,,B、城乡居民生活用电合计
248,交流10kV,202103,8349.19,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202104,9345.62,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202105,8220.54,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202106,8551.76,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202107,12255.52,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202108,14196.36,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202109,13925.36,13.93,13939.29,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202110,10153.17,20.30,10173.47,,400.00,400.00,1,B、城乡居民生活用电合计
248,交流10kV,202111,9285.40,0.00,0.00,,400.00,400.00,1,B、城乡居民生活用电合计
573,交流10kV,202112,295.93,0.00,295.93,547.20,40.00,40.00,1,十一、公共服务及管理组织
249,交流10kV,202001,469.36,0.00,0.00,,128.00,128.00,4,一、农、林、牧、渔业
249,交流10kV,202002,406.26,0.00,0.00,,128.00,128.00,4,一、农、林、牧、渔业
249,交流10kV,202003,438.77,0.00,0.00,,128.00,128.00,4,一、农、林、牧、渔业
249,交流10kV,202004,833.16,0.00,0.00,,128.00,128.00,4,一、农、林、牧、渔业
249,交流10kV,202005,1472.36,0.00,0.00,,128.00,128.00,4,一、农、林、牧、渔业
249,交流10kV,202006,1684.17,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
249,交流10kV,202007,1922.54,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
249,交流10kV,202008,476.62,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202009,1226.56,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
249,交流10kV,202010,930.10,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
249,交流10kV,202011,902.06,0.00,0.00,,128.00,128.00,2,一、农、林、牧、渔业
249,交流10kV,202012,724.56,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202101,387.82,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202102,516.46,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202103,844.66,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
249,交流10kV,202104,1063.93,0.00,0.00,,128.00,128.00,3,一、农、林、牧、渔业
249,交流10kV,202105,1299.22,0.00,0.00,,128.00,128.00,1,一、农、林、牧、渔业
